NARRATIVE,injury_level
employee descending front end loader felt sharp pain running left ring finger left elbow previously experienced occasional numbness tingling left hand di become reportable carpal tunnel surgery,Minor
plate removed junction box cover slipped pinching employee finger stitcfhes required,Minor
employee working hopper welding lead stinger fell striking head neck shoulder,Major
pipe fitter working removal 1 diameter piping struck hand piece pipe removing fell struck right hand,Minor
ee using 6 socket tighten bolt jaw crusher completion job ee manually lifted socket bolt resulted strain lower back liftin g eye provided use hoist used ee injury became lost time incident august 5 2002,Major
employee unclogging hole sledge hammer hit handle felt pain arm elbow,Major
ee laying underneath dump truck installing starter piece metal fell left eye foreign body removed leaving residual rust ring cleaned ophthalmologist md tetanus shot also given,Minor
ee jump starting battery haul truck battery exploded face wearing safety glass medical treatment sought given eye prescription med,Minor
alleged carpal tunnel unknown begin time,Minor
ee got cage underground walking front cage stepped small rock twisting right knee employee arthroscopy surgery making lost time incident,Major
employee treated carpal tunnel received injection wrist also wearing wrist splint employee surgery left wrist,Minor
ee stated pushed bar kiln gate felt pain right arm doctor advised use arm work,Major
employee stated climbing truck knee became painful lose time doctor treated amounted medical treatment,Minor
employee welding received flash burn eye wearing protective equipment reflection water caused flash burn,Major
ee changing steel drill steel slipped fell left foot behind steel boot,Minor
employee alleges feeding impactor trying keep secondary hit hole jammed right shoulder,Major
ee reported past week noticed lump stomach requested send dr think may hernia think may happened time pushing pulling heavy object went dr diagnosed ventral hernia specify specific date time injury occurred,Major
employee shrink wrapping complained minor back pain,Major
employee attempting pull hung drill steel face bottom hole slipped smashing right third fingertip shot rock resulted fingertip showed slight hairline fracture 9 stitch required suture laceration,Minor
ee cleaning room summoned another ee north face drove arriving stopped loader shut engine light got loader walked approx 75 talk ee discussion getting paper towel drill walked back dark struck loader bucket face,Minor
ee alleges carpal tunnel syndrome hand aggravated work ee admits condition started previous ee working driller ee surgery first hand 0 second hand,Minor
employee cone crusher patient caught finger rairoad tie crusher frame show fracture put restricted duty,Major
employee assisting cutting timber one timber shifted moved relocating another timber ee arm struck broke,Major
ee coming work stepped sidewalk twisted knee kneestrain,Major
ee using prybar bar slipped hit ee right eye,Minor
worker experiencing soreness right wrist operating front loader specific incident could linked soreness,Major
quicklime dust calcium oxide got left eye working screw conveyor,Minor
employee slipped fell hill cut right knee requiring seven stitch,Minor
working primary crusher dropped piece angle iron right index finger,Minor
scraping loose rock wall vibration loosened rock area rock fell hitting rock front track hoe bouncing thru lower windshield pinning operator lower leg seat frame breaking lower right leg,Major
lost footing slipped fell ice covered step,Minor
ee removing cutting edge bolt 966c loader wrench head bolt loosened enough spinning cutting finger requiring 10 stitch lost time modified dut,Minor
closing metal cover motor enclosure caught left ring finger cover frame mashing tip,Major
employee holding pin outrigger another employee trying push leg leg retracted pinched right ring finger second knuckle palm side,Minor
ee soreness right elbow reported supervisor ee taken clinic diagnosed tennis elbow elastic band cold compress used control inflammation ee returned clinic follow referred physical therapist ultra sound therapy ee given 1st ultra sound treatment,Minor
ee lifting breaker assembly awkward position felt pain shoulder blade incident reported employer,Minor
employee attempting clean crusher door removed leaning wall one employee inserted air lance crusher hose snagged door causing fall injured employee right foot steel toe,Minor
employee attempting remove bucket tooth 988h cat loader air hammer air chisel bit air hammer broke causing hammer slip pinned left middle finger air hammer loader tooth,Major
